"","Variable","Spearman_r","Pearson_r"
"1","PRInorm_5nm_Median",-0.621257689678742,-0.461527370162203
"2","PRInorm_10nm_Median",-0.61285030758715,-0.421947362745573
"3","PRInorm_15nm_Median",-0.606356801093643,-0.414140908459634
"4","PRInorm_1nm_Median",-0.605058099794942,-0.442031911030376
"5","REPLE_5nm_Median",0.595625427204375,0.491923893812319
"6","Maccioni_15nm_Median",0.590293916609706,0.456709343732566
"7","D2_15nm_Median",-0.588516746411483,-0.452316922476978
"8","REPLi_15nm_Median",0.588516746411483,0.456962779046552
"9","REPLE_15nm_Median",0.586397812713602,0.454323995986313
"10","MTCI_15nm_Median",0.585372522214628,0.430248908222836
"11","PRI_5nm_Median",0.584962406015038,0.482234771603558
"12","Maccioni_10nm_Median",0.584278879015721,0.460906439613682
"13","REPLi_10nm_Median",0.584278879015721,0.455969848015746
"14","Vogelmann3_15nm_Median",0.580587833219412,0.468405384113572
"15","REPLE_10nm_Median",0.580246069719754,0.466723862586228
"16","MTCI_5nm_Median",0.580177717019822,0.441727068355108
"17","Maccioni_5nm_Median",0.579972658920027,0.460136257353206
"18","D2_5nm_Median",-0.579699248120301,-0.446423307118795
"19","MTCI_10nm_Median",0.579015721120984,0.430890591024024
"20","Datt_5nm_Median",0.57758031442242,0.422603936494842
"21","Datt3_15nm_Median",0.57717019822283,0.440425095340039
"22","age",0.574566397273448,0.413443706069582
"23","D1_15nm_Median",0.574094326725906,0.434074192771281
"24","Datt_10nm_Median",0.573615857826384,0.420984200229813
"25","D1_10nm_Median",0.572795625427204,0.437543593580364
"26","PRI_1nm_Median",0.571907040328093,0.465843035880999
"27","Datt_15nm_Median",0.571907040328093,0.410246796548504
"28","Maccioni_1nm_Median",0.571018455228982,0.457851930275385
"29","mND705_10nm_Median",0.569446343130554,0.458660890184068
"30","mSR705_10nm_Median",0.569446343130554,0.447462547029489
"31","Vogelmann4_1nm_Median",-0.566165413533835,-0.434781459391796
"32","Vogelmann2_1nm_Median",-0.562064251537936,-0.432511987008208
"33","Datt2_15nm_Median",0.560970608339029,0.402753110054042
"34","REPLi_5nm_Median",0.559808612440191,0.44897092121284
"35","Vogelmann_1nm_Median",0.559535201640465,0.447193630082145
"36","mND705_5nm_Median",0.557894736842105,0.466152458511994
"37","mSR705_5nm_Median",0.557894736842105,0.454395616901776
"38","Datt2_1nm_Median",0.557826384142174,0.427163247621757
"39","MTCI_1nm_Median",0.55768967874231,0.424889684230474
"40","Datt2_5nm_Median",0.556937799043062,0.41590465498639
"41","D2_10nm_Median",-0.556732740943267,-0.450810739347797
"42","Vogelmann3_10nm_Median",0.556732740943267,0.446216591704013
"43","mND705_15nm_Median",0.556459330143541,0.465724574479031
"44","mSR705_15nm_Median",0.556459330143541,0.45566632441284
"45","Datt2_10nm_Median",0.550034176349966,0.410240312899043
"46","Datt_1nm_Median",0.547778537252221,0.41947288608374
"47","Vogelmann_10nm_Median",0.543062200956938,0.432091947166642
"48","Vogelmann_5nm_Median",0.542857142857143,0.435929674432773
"49","TCARIOSAVI_1nm_Median",-0.540943267259057,-0.407177392792379
"50","TCARIOSAVI_5nm_Median",-0.539986329460014,-0.416538667580721
"51","Vogelmann2_15nm_Median",-0.538892686261107,-0.421256819072372
"52","Carter4_15nm_Median",-0.538755980861244,-0.430389838898542
"53","TCARIOSAVI_10nm_Median",-0.538072453861928,-0.412060695719841
"54","Vogelmann4_15nm_Median",-0.537252221462748,-0.417652205585843
"55","SR6_15nm_Median",0.53485987696514,0.426192088147942
"56","Vogelmann_15nm_Median",0.53485987696514,0.426192088147942
"57","Datt6_1nm_Median",0.532604237867396,0.350731574434423
"58","Vogelmann4_5nm_Median",-0.531168831168831,-0.401040827271494
"59","TCARIOSAVI_15nm_Median",-0.530622009569378,-0.409311628164971
"60","mND705_1nm_Median",0.528571428571429,0.445057943543693
"61","mSR705_1nm_Median",0.528571428571429,0.422586028374039
"62","TCARI2OSAVI2_10nm_Median",-0.525427204374573,-0.407669945219293
"63","Carter4_10nm_Median",-0.523376623376623,-0.427783348014945
"64","TCARI2_5nm_Median",-0.522624743677375,-0.381015521359351
"65","Datt6_5nm_Median",0.520505809979494,0.330763286924667
"66","TCARI2OSAVI2_5nm_Median",-0.519138755980861,-0.409760659869462
"67","Datt6_15nm_Median",0.518181818181818,0.324753910255521
"68","SR6_5nm_Median",0.517976760082023,0.41129965763261
"69","mSR2_10nm_Median",0.51742993848257,0.417657062950963
"70","NDVI2_10nm_Median",0.51742993848257,0.433457708711494
"71","SR6_10nm_Median",0.51742993848257,0.41663449293652
"72","Vogelmann2_5nm_Median",-0.517224880382775,-0.396713812718079
"73","Carter4_5nm_Median",-0.516336295283664,-0.432561867570545
"74","Datt6_10nm_Median",0.516336295283664,0.33083818748732
"75","mSR2_5nm_Median",0.515652768284347,0.414380316435725
"76","NDVI2_5nm_Median",0.515652768284347,0.433270525621769
"77","ARI2_5nm_Median",-0.514627477785373,-0.444312085124151
"78","Carter4_1nm_Median",-0.514422419685578,-0.422226247716637
"79","ARI1_5nm_Median",-0.51244019138756,-0.423320316853372
"80","REPLi_1nm_Median",0.512235133287765,0.416427517036881
"81","Vogelmann4_10nm_Median",-0.511756664388243,-0.394666492275612
"82","PSRI_15nm_Median",-0.508885850991114,-0.431407483436101
"83","GMI2_5nm_Median",0.508544087491456,0.399334427227678
"84","SR1_5nm_Median",0.508544087491456,0.399334427227678
"85","CARI_5nm_Median",-0.507792207792208,-0.410106592160598
"86","MCARIOSAVI_5nm_Median",-0.507655502392344,-0.417556706893824
"87","GMI2_10nm_Median",0.507655502392344,0.399744840550189
"88","SR1_10nm_Median",0.507655502392344,0.399744840550189
"89","TCARI2_15nm_Median",-0.506493506493506,-0.379524738283669
"90","PSRI_5nm_Median",-0.505058099794942,-0.408951740369573
"91","Carter2_10nm_Median",-0.50498974709501,-0.418673584229383
"92","CI2_10nm_Median",0.50498974709501,0.393627989583947
"93","mNDVI_15nm_Median",0.504784688995215,0.440517646025897
"94","SIPI_15nm_Median",-0.504784688995215,-0.438302432965525
"95","Gitelson_1nm_Median",0.504032809295967,0.35303973234414
"96","CARI_1nm_Median",-0.502734107997266,-0.400340910930863
"97","mSR_15nm_Median",0.502255639097744,0.40915990585738
"98","PRI_15nm_Median",0.502255639097744,0.398390401879678
"99","CI2_5nm_Median",0.502187286397813,0.401529842651582
"100","D1_5nm_Median",0.501572112098428,0.339770419142502
"101","Gitelson2_10nm_Median",-0.501572112098428,-0.391143078887024
"102","Vogelmann2_10nm_Median",-0.501503759398496,-0.394133582234416
"103","TCARI2OSAVI2_15nm_Median",-0.501435406698565,-0.395931257765417
"104","Gitelson_10nm_Median",0.501367053998633,0.353220038878129
"105","Gitelson_5nm_Median",0.50123034859877,0.354579293054127
"106","TCARI2OSAVI2_1nm_Median",-0.500956937799043,-0.389019150056529
"107","EGFN_15nm_Median",0.500751879699248,0.391809797180813
"108","EGFR_15nm_Median",0.500751879699248,0.350563628329714
"109","Carter2_15nm_Median",-0.500615174299385,-0.418233146232315
"110","CI2_15nm_Median",0.500615174299385,0.393748589457672
"111","CARI_10nm_Median",-0.50041011619959,-0.404638470282867
"112","Gitelson2_15nm_Median",-0.50041011619959,-0.394673397789641
"113","mSR2_1nm_Median",0.500068352699932,0.389348169487313
"114","NDVI2_1nm_Median",0.500068352699932,0.416048369232426
"115","CI2_1nm_Median",0.49917976760082,0.390128173502149
"116","GMI2_15nm_Median",0.498496240601504,0.398446749079667
"117","mSR2_15nm_Median",0.498496240601504,0.399333903052155
"118","NDVI2_15nm_Median",0.498496240601504,0.420140641512891
"119","SR1_15nm_Median",0.498496240601504,0.398446749079667
"120","SR6_1nm_Median",0.497607655502392,0.379255725936759
"121","Gitelson_15nm_Median",0.496719070403281,0.352448148918751
"122","EGFN_10nm_Median",0.496582365003418,0.391163569012212
"123","EGFR_10nm_Median",0.496582365003418,0.352881013968128
"124","PSRI_10nm_Median",-0.495625427204375,-0.40217819418648
"125","GMI2_1nm_Median",0.493506493506494,0.379261146965736
"126","SR1_1nm_Median",0.493506493506494,0.379261146965736
"127","MCARIOSAVI_10nm_Median",-0.492276144907724,-0.411824136441647
"128","mNDVI_10nm_Median",0.487764866712235,0.423963922313731
"129","SIPI_10nm_Median",-0.487764866712235,-0.423291567977943
"130","mNDVI_1nm_Median",0.486261107313739,0.402425241120373
"131","SIPI_1nm_Median",-0.486261107313739,-0.401461665096837
"132","Gitelson2_1nm_Median",-0.4838004101162,-0.371908906429523
"133","PRI_10nm_Median",0.482501708817498,0.389307363914662
"134","Carter3_5nm_Median",-0.481954887218045,-0.393687799149523
"135","mNDVI_5nm_Median",0.481954887218045,0.424892878280459
"136","SIPI_5nm_Median",-0.481954887218045,-0.424571965699121
"137","CARI_15nm_Median",-0.481681476418318,-0.399028859531628
"138","Carter6_15nm_Median",-0.480109364319891,-0.375773110853294
"139","MCARIOSAVI_1nm_Median",-0.479699248120301,-0.384323503269988
"140","ClAInt_10nm_Median",-0.479630895420369,-0.383678502799496
"141","ClAInt_15nm_Median",-0.479425837320574,-0.380469773036954
"142","Carter6_1nm_Median",-0.478810663021189,-0.372798745419731
"143","ClAInt_5nm_Median",-0.478605604921394,-0.381100195827514
"144","ClAInt_1nm_Median",-0.478332194121668,-0.381012321367171
"145","MCARIOSAVI_15nm_Median",-0.477375256322625,-0.399938990055455
"146","Carter6_10nm_Median",-0.477238550922761,-0.37550257637702
"147","Carter6_5nm_Median",-0.476691729323308,-0.37569226645317
"148","EGFN_5nm_Median",0.476076555023923,0.360973923826679
"149","EGFR_5nm_Median",0.476076555023923,0.316083007506657
"150","zpcum8",0.471573335224957,0.476133629899508
"151","TCARI2_1nm_Median",-0.471291866028708,-0.342938105939901
"152","Carter3_1nm_Median",-0.467669172932331,-0.393570942427192
"153","PSSR_15nm_Median",0.467395762132604,0.343324716833306
"154","Gitelson2_5nm_Median",-0.466097060833903,-0.353670274004086
"155","GreenNDVI_1nm_Median",0.464114832535885,0.369104520758504
"156","Carter3_15nm_Median",-0.463773069036227,-0.38648277998559
"157","Carter2_5nm_Median",-0.463568010936432,-0.402379094926896
"158","Carter3_10nm_Median",-0.462747778537252,-0.385648892732813
"159","PSSR_1nm_Median",0.461654135338346,0.358117944301173
"160","ARI2_10nm_Median",-0.460218728639781,-0.430182199671297
"161","Carter2_1nm_Median",-0.459876965140123,-0.399653093125732
"162","mSR_10nm_Median",0.458783321941217,0.359506031180617
"163","PSSR_10nm_Median",0.457963089542037,0.340720741192174
"164","GreenNDVI_15nm_Median",0.457416267942584,0.364424287851182
"165","PSSR_5nm_Median",0.457211209842789,0.336374168474169
"166","ARI1_10nm_Median",-0.457142857142857,-0.418734943210084
"167","TCARI_1nm_Median",-0.455365686944634,-0.365562729412492
"168","mSR_5nm_Median",0.453451811346548,0.358336235721002
"169","GreenNDVI_10nm_Median",0.452358168147642,0.363102012640053
"170","CRI3_15nm_Median",0.449077238550923,0.284016311704325
"171","SR2_1nm_Median",0.447573479152427,0.355322620242593
"172","SR2_10nm_Median",0.446411483253589,0.3402224570167
"173","CRI3_10nm_Median",0.445727956254272,0.285532709388584
"174","zpcum9",0.445181134654819,0.440388894497385
"175","GreenNDVI_5nm_Median",0.444907723855092,0.359567816448827
"176","CRI4_15nm_Median",0.443335611756664,0.278385489988162
"177","GMI1_10nm_Median",0.442241968557758,0.3241187853761
"178","SR3_10nm_Median",0.442241968557758,0.3241187853761
"179","CRI3_1nm_Median",0.441968557758031,0.274635726063533
"180","CRI4_5nm_Median",0.441695146958305,0.271929810826913
"181","CRI4_10nm_Median",0.441148325358852,0.279585051062324
"182","SR2_5nm_Median",0.440328092959672,0.338857376967377
"183","GMI1_5nm_Median",0.440191387559809,0.323886392770018
"184","SR3_5nm_Median",0.440191387559809,0.323886392770018
"185","TCARI_5nm_Median",-0.440191387559809,-0.362580175692064
"186","GMI1_15nm_Median",0.438892686261107,0.319438806106845
"187","SR3_15nm_Median",0.438892686261107,0.319438806106845
"188","WBI_15nm_Median",-0.438209159261791,-0.385144134853393
"189","CRI3_5nm_Median",0.437935748462064,0.278411455474397
"190","DD_5nm_Median",0.437935748462064,0.366802052168596
"191","CRI4_1nm_Median",0.434107997265892,0.270540935251561
"192","PSRI_1nm_Median",-0.431373889268626,-0.35596708710046
"193","GMI1_1nm_Median",0.427956254272044,0.305934605070896
"194","SR3_1nm_Median",0.427956254272044,0.305934605070896
"195","TCARI_10nm_Median",-0.426179084073821,-0.356252603226427
"196","GDVI2_15nm_Median",0.425837320574163,0.371330450094377
"197","GDVI3_15nm_Median",0.425837320574163,0.347230519070393
"198","GDVI4_15nm_Median",0.425837320574163,0.3137611651629
"199","NDVI_15nm_Median",0.425837320574163,0.373221577421454
"200","SR_15nm_Median",0.425837320574163,0.323084510765986
"201","mSR_1nm_Median",0.420027341079973,0.36199231585889
"202","CRI1_15nm_Median",0.419822282980178,0.246141213287424
"203","SR2_15nm_Median",0.419412166780588,0.319973298775445
"204","CRI1_10nm_Median",0.419275461380725,0.245624141042656
"205","TCARI_15nm_Median",-0.417634996582365,-0.351466128765043
"206","GDVI2_10nm_Median",0.413943950786056,0.363170332347526
"207","GDVI3_10nm_Median",0.413943950786056,0.338754936169592
"208","GDVI4_10nm_Median",0.413943950786056,0.30397422026544
"209","NDVI_10nm_Median",0.413943950786056,0.361314250997752
"210","SR_10nm_Median",0.413943950786056,0.297974210763182
"211","PRICI2_1nm_Median",0.413397129186603,0.39000016126096
"212","GDVI2_1nm_Median",0.411961722488038,0.357710124641423
"213","GDVI3_1nm_Median",0.411961722488038,0.33174409305108
"214","GDVI4_1nm_Median",0.411961722488038,0.29727084116697
"215","NDVI_1nm_Median",0.411961722488038,0.36038911234271
"216","SR_1nm_Median",0.411961722488038,0.306069920068507
"217","TCARI2_10nm_Median",-0.409911141490089,-0.306134312918598
"218","GDVI2_5nm_Median",0.408065618591934,0.360675639615671
"219","GDVI3_5nm_Median",0.408065618591934,0.337239213937713
"220","GDVI4_5nm_Median",0.408065618591934,0.303057642817942
"221","NDVI_5nm_Median",0.408065618591934,0.357246459079893
"222","SR_5nm_Median",0.408065618591934,0.291117499045739
"223","Boochs_10nm_Median",-0.407860560492139,-0.34617314585836
"224","CRI1_5nm_Median",0.407587149692413,0.239336806937235
"225","TGI_5nm_Median",-0.405263157894737,-0.32694661558898
"226","Vogelmann3_5nm_Median",0.402665755297334,0.296307575236173
"227","Area_m2",0.399794941900205,0.459066859230209
"228","TGI_1nm_Median",-0.398838004101162,-0.325220604243533
"229","Datt3_1nm_Median",0.398496240601504,0.405060807100144
"230","DD_1nm_Median",0.398017771701982,0.349505190603121
"231","TGI_10nm_Median",-0.396719070403281,-0.320499346771747
"232","Boochs_15nm_Median",-0.395967190704033,-0.329843637887131
"233","OSAVI2_10nm_Median",0.394531784005468,0.329962928857329
"234","TGI_15nm_Median",-0.390704032809296,-0.317138972642806
"235","MPRI_10nm_Median",-0.38838004101162,-0.32339036076515
"236","Datt3_5nm_Median",0.38755980861244,0.368137026942621
"237","MCARI_5nm_Median",-0.385782638414217,-0.332632041878253
"238","PARS_15nm_Median",0.383185235816815,0.257691693508716
"239","CRI1_1nm_Median",0.38215994531784,0.22776646409452
"240","DWSI4_15nm_Median",0.380587833219412,0.298447226933187
"241","GI_15nm_Median",0.380587833219412,0.298447226933187
"242","NDVI3_15nm_Median",-0.380587833219412,-0.317731327133269
"243","Datt4_5nm_Median",0.379562542720437,0.308989665934699
"244","MCARI2_10nm_Median",0.378332194121668,0.309642961642345
"245","DD_10nm_Median",0.37676008202324,0.315020657408185
"246","Datt4_10nm_Median",0.374436090225564,0.308226863147834
"247","MCARI2OSAVI2_5nm_Median",0.373479152426521,0.316394934834478
"248","MCARI_10nm_Median",-0.372658920027341,-0.322098376662479
"249","MPRI_15nm_Median",-0.370745044429255,-0.296925136455284
"250","ARI1_15nm_Median",-0.370061517429938,-0.375697726395057
"251","PARS_1nm_Median",0.368284347231716,0.256646370988257
"252","MCARI_15nm_Median",-0.366165413533835,-0.304089142487406
"253","MCARI2_5nm_Median",0.364798359535202,0.308440765429663
"254","OSAVI2_5nm_Median",0.36473000683527,0.307469044973949
"255","EVI_15nm_Median",-0.36431989063568,-0.26801491441578
"256","PSND_1nm_Median",0.3634996582365,0.321484522027725
"257","Datt4_1nm_Median",0.363431305536569,0.302446412702397
"258","OSAVI2_1nm_Median",0.36308954203691,0.307209810152318
"259","PARS_10nm_Median",0.361312371838688,0.243793216232259
"260","EVI_5nm_Median",-0.360765550239234,-0.267408828149045
"261","EVI_10nm_Median",-0.35933014354067,-0.267488718613592
"262","MCARI_1nm_Median",-0.35892002734108,-0.297116380112931
"263","MCARI2OSAVI2_15nm_Median",0.358714969241285,0.3022251473033
"264","PARS_5nm_Median",0.358304853041695,0.247927761427031
"265","DPI_15nm_Median",0.357552973342447,0.248674545862059
"266","Datt5_15nm_Median",-0.355639097744361,-0.30794723672158
"267","Datt5_10nm_Median",-0.355434039644566,-0.303897902251389
"268","NPCI_5nm_Median",-0.355365686944634,-0.296528659363589
"269","SRPI_5nm_Median",0.355365686944634,0.297245591550099
"270","MCARI2OSAVI2_1nm_Median",0.355023923444976,0.289717972670082
"271","ARI2_15nm_Median",-0.354955570745044,-0.364950585951867
"272","NPCI_10nm_Median",-0.354272043745728,-0.293609791613938
"273","SRPI_10nm_Median",0.354272043745728,0.29541598903823
"274","PSND_5nm_Median",0.354066985645933,0.313097601297602
"275","MPRI_5nm_Median",-0.353383458646617,-0.270011188257825
"276","MCARI2_1nm_Median",0.352836637047163,0.287063685595193
"277","MCARI2OSAVI2_10nm_Median",0.351606288448394,0.296453659090264
"278","D1_1nm_Median",0.351059466848941,0.198092077157429
"279","Boochs_5nm_Median",-0.350786056049214,-0.292995093701625
"280","EVI_1nm_Median",-0.34606971975393,-0.254304497751544
"281","PSND_10nm_Median",0.345522898154477,0.31260779206641
"282","PSND_15nm_Median",0.345249487354751,0.311504805994453
"283","Datt5_5nm_Median",-0.343882433356118,-0.286634353231288
"284","NPCI_1nm_Median",-0.342173615857826,-0.252866316087334
"285","SRPI_1nm_Median",0.342173615857826,0.248875162582438
"286","DWSI4_10nm_Median",0.33984962406015,0.253613343600567
"287","NDVI3_10nm_Median",-0.33984962406015,-0.278679940382201
"288","PRICI2_5nm_Median",0.33943950786056,0.329978381276494
"289","GI_1nm_Median",0.327956254272044,0.242988190722879
"290","NDVI3_5nm_Median",-0.327136021872864,-0.266870684282613
"291","DWSI4_5nm_Median",0.325085440874915,0.240099549543027
"292","GI_5nm_Median",0.324265208475735,0.235318948167879
"293","GI_10nm_Median",0.323103212576897,0.238569698652262
"294","Datt4_15nm_Median",0.321052631578947,0.266060015591241
"295","MCARI2_15nm_Median",0.320505809979494,0.272113184006599
"296","zpcum7",0.318865345181135,0.391255087909415
"297","Datt5_1nm_Median",-0.318045112781955,-0.275426129429709
"298","DWSI4_1nm_Median",0.315174299384826,0.218943988686273
"299","DBH",0.310981236724231,0.303285214603904
"300","NDVI3_1nm_Median",-0.306971975393028,-0.252676608690253
"301","CRI2_5nm_Median",0.303007518796992,0.165357240286167
"302","CRI2_1nm_Median",0.302939166097061,0.169973591001982
"303","NPCI_15nm_Median",-0.302939166097061,-0.267386096442393
"304","SRPI_15nm_Median",0.302939166097061,0.269451845536893
"305","CRI2_15nm_Median",0.301503759398496,0.150854356694073
"306","ARI1_1nm_Median",-0.293301435406699,-0.304453018493201
"307","EGFN_1nm_Median",0.29295967190704,0.185063241297006
"308","EGFR_1nm_Median",0.29295967190704,0.154992377958494
"309","MPRI_1nm_Median",-0.288106630211893,-0.212411497012241
"310","DD_15nm_Median",0.286876281613124,0.261105866465338
"311","zq20",0.276139230434182,0.148309703512453
"312","DPI_1nm_Median",-0.273547505126452,-0.184447002371977
"313","CRI2_10nm_Median",0.273479152426521,0.132795151932002
"314","Carter_5nm_Median",-0.266985645933014,-0.209309514507568
"315","zsd",-0.266097060833903,-0.146756122892264
"316","ARI2_1nm_Median",-0.262064251537936,-0.281755542791123
"317","OSAVI2_15nm_Median",0.261654135338346,0.246459529012699
"318","SR7_5nm_Median",0.260560492139439,0.219391450682919
"319","SR7_15nm_Median",0.253998632946001,0.217345081201516
"320","SR7_10nm_Median",0.252084757347915,0.217037854157187
"321","SR7_1nm_Median",0.250307587149692,0.213792456686276
"322","zpcum1",-0.245881468890827,-0.156221148313404
"323","WBI_1nm_Median",-0.236773752563226,-0.212201233679781
"324","pzabove2",0.209022556390977,0.128916341013533
"325","SumDr1_5nm_Median",-0.207313738892686,-0.148170423827798
"326","zkurt",0.20164046479836,0.0839646733931581
"327","SR4_1nm_Median",0.196445659603554,0.109810185303925
"328","CI_15nm_Median",-0.195898838004101,-0.114668095714931
"329","WBI_5nm_Median",0.189815447710185,0.263110007399915
"330","SR5_1nm_Median",-0.187628161312372,-0.134179329315947
"331","Carter_1nm_Median",-0.186602870813397,-0.141392176030607
"332","zmax",0.186397812713602,0.11358148830674
"333","Carter5_15nm_Median",0.184415584415584,0.114742693372041
"334","SR4_15nm_Median",0.184415584415584,0.114742693372041
"335","SR5_15nm_Median",-0.184415584415584,-0.144031637718165
"336","Boochs2_1nm_Median",0.179972658920027,0.163283296591676
"337","TVI_15nm_Median",-0.172932330827068,-0.121057692982903
"338","zpcum2",-0.171565276828435,-0.136047764698038
"339","Carter5_1nm_Median",0.169651401230349,0.103164638268675
"340","Boochs2_15nm_Median",-0.168762816131237,-0.113539344849778
"341","Carter_10nm_Median",-0.168557758031442,-0.117547016329122
"342","Boochs2_5nm_Median",-0.167669172932331,-0.0958084513542025
"343","SumDr1_1nm_Median",-0.164524948735475,-0.108702045435859
"344","zq15",0.155983987375415,0.0928041385283152
"345","zpcum3",-0.147983595352016,-0.115389653732535
"346","SumDr1_10nm_Median",-0.146616541353383,-0.0885995911641113
"347","TVI_10nm_Median",-0.143882433356118,-0.0949639314301357
"348","TVI_5nm_Median",-0.142447026657553,-0.0981159988354096
"349","Carter5_10nm_Median",0.135406698564593,0.091330976353947
"350","SR4_10nm_Median",0.135406698564593,0.091330976353947
"351","TVI_1nm_Median",-0.132809295967191,-0.0954847009708738
"352","zq25",0.131920710868079,0.0483290853298251
"353","CI_5nm_Median",-0.131305536568694,-0.166675075729804
"354","zpcum4",-0.124743677375256,-0.116685602537515
"355","Carter_15nm_Median",-0.123171565276828,-0.078506096788275
"356","MTVI_5nm_Median",-0.120300751879699,-0.0757972720585464
"357","SR5_5nm_Median",-0.119343814080656,-0.101843671152753
"358","SR4_5nm_Median",0.11866028708134,0.0780954242775011
"359","SumDr1_15nm_Median",-0.116678058783322,-0.0674184206349244
"360","MTVI_10nm_Median",-0.11660970608339,-0.0752592569592996
"361","DDn_10nm_Median",0.115994531784005,0.0491630656833476
"362","MTVI_1nm_Median",-0.115926179084074,-0.0708959821878883
"363","MTVI_15nm_Median",-0.115789473684211,-0.0708284434316369
"364","SR5_10nm_Median",-0.113670539986329,-0.104724411823884
"365","OSAVI_1nm_Median",0.110116199589884,0.135593643293686
"366","SR8_5nm_Median",-0.109706083390294,-0.0853321071909021
"367","DDn_15nm_Median",0.109706083390294,0.0501577227117372
"368","REPLE_1nm_Median",-0.109637730690362,-0.201696125487723
"369","zq60",-0.105058099794942,-0.122314575980254
"370","Carter5_5nm_Median",0.10498974709501,0.0425169933885891
"371","zq10",0.103421993302175,0.117150262430582
"372","zq95",0.103075871496924,0.0391855523659216
"373","Datt3_10nm_Median",0.10164046479836,0.0824060346195576
"374","zskew",-0.10082023239918,0.0043638926697999
"375","OSAVI_10nm_Median",0.0987012987012987,0.130041390380609
"376","OSAVI_5nm_Median",0.0982228298017772,0.128118527099152
"377","PRICI2_10nm_Median",-0.0967874231032126,-0.0235280966436924
"378","DPI_5nm_Median",0.0965823650034176,0.0729907395637703
"379","zq65",-0.0947368421052632,-0.113689599988691
"380","OSAVI_15nm_Median",0.0942583732057416,0.132384743178151
"381","SumDr2_15nm_Median",-0.0891319207108681,-0.0322492240698876
"382","zentropy",0.088695652173913,0.14092377354532
"383","PRICI2_15nm_Median",-0.0881066302118934,-0.0353299640993874
"384","DDn_1nm_Median",0.0838004101161996,0.0146419514650257
"385","zpcum6",0.0835953520164047,0.178247285249008
"386","SR8_10nm_Median",-0.0818865345181135,-0.0691211390428513
"387","DPI_10nm_Median",-0.0809295967190704,-0.0498135663026004
"388","zq70",-0.0802460697197539,-0.0955492666205269
"389","SumDr2_10nm_Median",-0.0794941900205058,-0.0189976443225669
"390","Vogelmann3_1nm_Median",-0.0784005468215995,-0.0898416780511778
"391","Boochs2_10nm_Median",-0.0781954887218045,-0.0163520184449763
"392","SPVI_10nm_Median",-0.076555023923445,-0.0268994640630426
"393","SPVI_5nm_Median",-0.0747095010252905,-0.0293703027107729
"394","WBI_10nm_Median",-0.074231032125769,-0.0632893621848484
"395","zq30",0.0721120984278879,0.0396264968909004
"396","SR8_15nm_Median",-0.0711551606288448,-0.0648179028448606
"397","zq75",-0.0695830485304169,-0.0842266025744359
"398","zq90",0.0675324675324675,0.00992466863839274
"399","SumDr2_5nm_Median",-0.0669856459330143,-0.013042135547061
"400","DDn_5nm_Median",0.0668489405331511,0.0111556800209947
"401","SR8_1nm_Median",-0.065892002734108,-0.0444322310262774
"402","zq55",-0.0649350649350649,-0.0917436222716424
"403","Boochs_1nm_Median",0.0606288448393712,0.10269463464215
"404","SPVI_1nm_Median",-0.0599453178400547,-0.015960536073143
"405","zq50",-0.0573479152426521,-0.0560619339840657
"406","SPVI_15nm_Median",-0.0557074504442926,-0.0203038263265446
"407","SumDr2_1nm_Median",-0.055434039644566,-0.00563860821999916
"408","CI_10nm_Median",0.0510594668489405,0.01502866482781
"409","CI_1nm_Median",0.0509227614490772,-0.016336224278366
"410","D2_1nm_Median",0.0498974709501025,-0.0506298393976314
"411","zpcum5",-0.0452494873547505,0.0164836220049968
"412","zq35",0.044565960355434,0.0399699669628344
"413","RDVI_5nm_Median",0.0395078605604921,0.0781662301083464
"414","RDVI_1nm_Median",0.0362952836637047,0.0856478778749446
"415","zq40",0.0356117566643882,0.0389298025624071
"416","zq5",-0.0330303451611797,-0.0484388323200496
"417","zq80",-0.0307587149692413,-0.0633730332191635
"418","RDVI_10nm_Median",0.0306903622693096,0.0766111591790466
"419","MSAVI_5nm_Median",-0.0297334244702666,0.0130790733887683
"420","rugosity",-0.028298017771702,0.0377871438150118
"421","MSAVI_10nm_Median",-0.0263157894736842,0.0139899033636844
"422","RDVI_15nm_Median",0.025974025974026,0.0782857033300551
"423","MSAVI_15nm_Median",-0.0233766233766234,0.0142550539724285
"424","SAVI_5nm_Median",-0.0220095693779904,0.026243904312614
"425","SAVI_15nm_Median",-0.0205741626794258,0.0261528069204243
"426","SAVI_10nm_Median",-0.0183185235816815,0.0266020108383316
"427","zq45",-0.0167464114832536,-0.0205046873607164
"428","zq85",0.0136705399863295,-0.0228785957696996
"429","MSAVI_1nm_Median",-0.0136021872863978,0.0212786724430366
"430","SAVI_1nm_Median",-0.0113465481886535,0.0350922598536135
"431","zmean",0.00977443609022556,0.0013246778323049
"432","pzabovezmean",0.000820232399179768,-0.0437929304066522
